tech	A rapid and accurate test for TB could cut infection rates around the world, say experts.
world	Israeli Finance Minister Benjamin Netanyahu gave his support Tuesday to Prime Minister Ariel Sharon on his plan to invite the Labor Party into a unity government, Ha #39;aretz reported, citing an aide of Sharon.
world	CAIRO (Reuters) - Palestinians and Israelis have agreed in principle to proposals aiming to end their conflict, Egypt's official news agency MENA said Tuesday.
business	The giant Russian oil firm Yukos has failed to convince a Moscow arbitration court to suspend the sale by bailiffs of its Siberian subsidiary to satisfy a \$3.4 billion tax debt.
world	August 18 (Bloomberg) -- A prison riot in the Central American nation of El Salvador killed at least 20 prisoners and wounded another 30, the Spanish news agency EFE reported, citing prosecutors.
world	LONDON British police said today they believed no one had died in flash flooding that struck seaside communities in southwest England, but rescue operations were continuing.
business	Legg Mason's Mary Chris Gay knows when to pay for growth and when to sell a stock.
world	JERUSALEM (Reuters) - Prime Minister Ariel Sharon has approved tenders to build 1,000 more Israeli settler homes in the occupied West Bank, plans that had been shelved earlier to avoid discord with Washington, political sources say.
world	BAGHDAD (Reuters) - Interim Prime Minister Iyad Allawi urged an Iraqi court Monday to speed up proceedings against toppled leader Saddam Hussein and his close aides.
world	AMALLAH, West Bank, Aug. 18 - The leaders of Israel and the Palestinians faced deep dissension in their constituencies on Wednesday, with Yasir Arafat making a rare admission of personal error to those seeking change, and Ariel Sharon ...
world	More Sudanese refugees flee across the border into Chad following reports of renewed violence in the Darfur region.
world	BAGHDAD, Iraq - A U.S. warplane bombed near Najaf's vast cemetery as fighting with Shiite militants intensified Tuesday...
sports	Fifth and ninth for Fernando and Jarno following qualifying for tomorrow's Hungarian Grand Prix.
world	AFP - At least four Georgian soldiers were killed and five wounded in overnight clashes in Georgia's separatist, pro-Russian region of South Ossetia, Georgian officers near the frontline with Ossetian forces said early Thursday.
world	Reuters - Environment activists piled thousands of\dead fish at the foot of Berlin's biggest tourist attraction,\the Brandenburg Gate, Tuesday in a demonstration against\over-fishing and pollution in the North Sea.
world	Reuters - No more Japanese nuclear reactors need to\be closed for inspections, electric power companies said on\Wednesday after submitting reports ordered by the government\following a reactor accident that killed four workers last\week.
world	Reuters - President Bush, facing growing\anger among senior citizens over the high cost of prescription\drugs and a virtual revolt by some states, conceded on\Wednesday it "makes sense" for Americans to be able to import\cheaper medicines as long as they are safe.
tech	NASA -- The days of doctors making house calls may seem like ancient history for most patients in North America, but in October, three astronauts and a Canadian doctor will test the latest concepts in long-distance house calls using a unique underwater laboratory. The ability to conduct long-distance health care such as telemonitoring and telerobotic surgery could be key to maintaining the wellness of future spacefarers and responding to medical emergencies on the International Space Station, the moon or Mars...
world	BERLIN: German Chancellor Gerhard Schroeder and his wife have adopted a daughter, an official with Schroeder #39;s party said Tuesday. Schroeder and his wife, Doris Schroeder-Koepf, picked up the 3-year-old Russian girl named Victoria several weeks ago from a ...
business	Tate, who will also become executive vice president of the Corte Madera-based home furnishings chain, was most recently the operating chief at Krispy Kreme Doughnuts Inc.
tech	SEATTLE (Reuters) - Microsoft Corp. &lt;MSFT.O&gt; said it will begin selling a stripped-down, low-cost version of its Windows XP operating system in the emerging markets of Indonesia, Malaysia and Thailand in order to spread the use of computing and develop technology markets.
sports	AP - The Cleveland Indians pulled within one game of the AL Central lead, scoring four runs in the first inning and beating the Minnesota Twins 7-1 Saturday night behind home runs by Travis Hafner and Victor Martinez.
world	Senator John Kerry said that the plan to move 70,000 troops out of Europe and Asia was ill-advised in view of the North Korean nuclear threat.
world	PRIME Minister John Howard yesterday said his personal staff witnessed and backed his version of a sensitive phone call with former ministerial adviser Mike Scrafton over the children overboard affair.
world	JERUSALEM (AP) - The Israeli government on Tuesday issued bids for 1,000 new homes in Jewish West Bank settlements, in a violation of an internationally backed peace plan, but insisted the construction has the tacit approval of one of the backers, the US ...
world	AP - Three former spymasters told senators Monday that creating a new national intelligence director would be worthless without giving that person authority over the budgets of the nation's spy agencies.
tech	Rogue waves #151;eight or more stories or higher #151;are freaks of the ocean once thought to be tall tales told by sailors. But now scientists have satellite evidence that the massive upwellings are not only real but also fairly common.
world	AFP - Reality television programs were under renewed fire in Portugal after the winner of the nation's first edition of the popular "Big Brother" series threatened to throw himself from a bridge over the weekend.
world	AP - The Israeli government on Tuesday invited construction bids for 1,001 new homes in Jewish settlements in the West Bank, an official said, in direct violation of a U.S.-backed peace plan calling for a settlement freeze.
tech	SPACE.com - Armadillo Aerospace of Mesquite, Texas has reported a \crash last weekend of their prototype X Prize rocket.
world	AP - Just a few miles from George W. Bush's former office at the state Capitol, a panel of religious experts weighed a question with relevance to many people of faith: How would Jesus vote?
world	ATHENS, Greece - Michael Phelps, still smarting after America's upset loss to South Africa in the 400 freestyle relay, returned to the pool Monday and qualified fastest for the Olympic 200-meter butterfly. Phelps' quest to break Mark Spitz's record of seven gold medals at the 1972 Munich Games was dashed with the Americans' bronze medal in the relay Sunday night...
business	BEA Systems Inc. has hired the Computer Associates International Inc. executive responsible for CA's Unicenter line of enterprise management software to head BEA's product development group.
business	Reuters - Google Inc. appeared set\to start trading on Nasdaq on Wednesday, after the Web's No. 1\search engine asked regulators on Monday for final approval to\price its closely watched initial public offering.
tech	With an influx of chimps previously used as laboratory animals, Florida's Center for Captive Chimpanzee Care is transforming into the largest chimp sanctuary in the world #151;almost overnight.
world	Harry Potter author JK Rowling delights a small group of fans by giving her first public reading in Scotland for four years.
world	Reuters - Tokyo's Nikkei fell 1.66 percent by\midday on Monday, extending losses into a third day as another\surge in oil prices deepened worries about the global economic\impact and knocked down exporters such as Toyota Motor Corp.
sports	AP - Kevin Hartman made seven saves for Los Angeles, and Jon Busch had two saves for Columbus as the Galaxy and Crew played to a 0-0 tie Saturday night.
tech	A Worcestershire museum is forced to close for several weeks while a swarm of honey bees is removed.
world	Georgian military officials say at least six Georgian soldiers have been killed and at least seven others wounded in overnight clashes in Georgia #39;s breakaway region of South Ossetia.
world	PUNTA GORDA, Fla. - Until the electricity hums again and the debris is cleared, health officials are worried that there could be more deaths and injuries in Hurricane Charley's aftermath than during the storm itself...
tech	AP - The chief scientist at the National Aquarium in Baltimore has launched a review of the dolphin breeding program after the death of a 4-month-old dolphin.
business	LifePoint Hospitals has agreed to acquire rival Province Healthcare for \$1.125 billion in cash and stock to broaden its geographic reach.
world	AFP - British and Irish Prime Ministers Tony Blair and Bertie Ahern were preparing to head to Belfast, hopeful of a breakthrough in the protracted deadlock over power-sharing in Northern Ireland.
world	AP - Fiat SpA said Tuesday that its Iveco SpA trucks unit has agreed to develop a long-term partnership with Shanghai Automotive Industry Corp., one of the largest Chinese automakers, for building trucks and other industrial vehicles.
world	Pleasant visions of fun in the sun in the Dominican Republic are being shattered by sad images of residents being smuggled away on wooden boats, only to perish at sea.
world	Fighting resumes in the Iraqi city of Najaf between US troops and Shia militias after an abortive peace bid.
business	RealNetworks CEO Rob Glaser has survived longer than most in the Internet business, largely by pulling rabbits out of his hat when the competition least expects it.
world	AFP - President Hamid Karzai has called on neighbouring countries to prevent militants crossing into Afghanistan through poorly monitored borders and cooperate in the "fight against terror."
world	GAZA (Reuters) - An explosion tore through the home of a senior Hamas leader in Gaza on Wednesday, killing at least four people and wounding him and about a dozen other Palestinians, medics said.
world	Venezuelan leader Hugo Chavez rounds on opponents for alleging fraud in a referendum he seems to have won.
world	ATHENS, Greece - After falling onto the edge of the judges' table on the landing of his vault, Paul Hamm performed two of the most spectacular routines of his career to win the men's all-around gymnastics title by the closest Olympic margin ever. Needing a 9.825 on high bar, his best event, to tie Kim Dae-eun of South Korea for gold, Hamm was dazzling...
world	EL FASHER, Sudan (Reuters) - Rwandan troops arrived in Darfur Sunday as the first foreign force there, mandated to protect observers monitoring a shaky cease-fire between the Sudanese government and rebels in the remote western region.
business	CHICAGO (Reuters) - Kmart Holding Corp. &lt;KMRT.O&gt; on Monday reported its third consecutive quarterly profit despite slumping sales as it cut jobs and reduced advertising and discounts, boosting its cash pile to \$2.6 billion.
world	Reuters - Two continents. Three luxury mansions\courtesy of friends. Endless sun and sea. And a front-row seat\for the Olympics to boot.
world	THE Prince of Wales toured the flood-hit village of Boscastle yesterday - and pledged to make a quot;substantial quot; donation to those facing a massive clean-up operation.
world	LOS ANGELES - Movie-goers were easy prey for a double dose of space invaders. The sci-fi smackdown "Alien vs...
business	A lawsuit against Gary Winnick, the former chief of Global Crossing, refocuses attention on what Mr. Winnick knew about his company's finances as it imploded.
business	NEW YORK (Reuters) - U.S. stocks ended higher on Tuesday, even as oil prices hit another record, as investors were encouraged by data showing an easing of inflationary pressure and a sharp rebound in the housing market.
tech	Wireless computer networks could soon be running 10 times faster than they do now.
world	KHARTOUM, Aug. 17 (Xinhuanet) -- The Sudanese government said on Tuesday that it has deployed another 2,000 policemen in Darfur to secure the situation in the area under an agreement with the United Nations.
world	BAGHDAD, Iraq - Iraq's National Conference refused Wednesday to send a second delegation to the holy city of Najaf to negotiate an end to fighting between U.S. troops and loyalists of radical cleric Muqtada al-Sadr, a day after he rebuffed their demand for a meeting...
world	Georgia and South Ossetia negotiate the details of a truce they forged, despite reports of a village attack.
world	KARACHI - Tiring of the carrot and stick approach, and with US presidential elections only a few months away, the US has taken an aggressive role in Pakistan in the hunt for quot;big-name quot; al-Qaeda figures.
world	Heavy fighting erupts in Georgia's breakaway South Ossetia region, shattering a two-day ceasefire.
world	AFP - Negotiations between the Austrian privatisation agency OeIAG and the Swiss telecommunications group Swisscom for a stake in Telekom Austria ended without a deal, OeIAG said in a statement.
world	washingtonpost.com - NEW YORK -- Hundreds of thousands of antiwar protesters, abortion rights supporters, labor rights activists and anarchists are preparing to unfurl banners, march through the streets and rally in the parks, loosening a cacophonous roar of protest during the Republican National Convention.
world	AP - What's clear about radical Iraqi cleric Muqtada al-Sadr is that he wants power, U.S. officials say. What's less certain is what he wants to do with that power or how far he'll go to get it.
business	AFP - American industry lifted output moderately in July, the Federal Reserve said, a sign the economy may be finding its feet after a mid-summer slip.
world	Iran warned America and Israel last night that it was ready to launch pre-emptive strikes to stop them attacking its nuclear facilities.
world	LONDON: Britain has charged eight terrorism suspects and said one had plans which could be used in terror attacks on US financial targets in New York, New Jersey and Washington.
world	SARAJEVO, Bosnia-Herzegovina -- When NATO forces first came to Bosnia nearly a decade ago, they lived in heavily guarded compounds, patrolled the streets in tanks, and often wore full body armor.
tech	SEATTLE (Reuters) - Google Inc. &lt;GOOG.O&gt; on Monday again boosted the number of shares it plans to sell in its initial public offering, saying it will issue 2.7 million shares to Yahoo Inc. &lt;YHOO.O&gt; to settle a lawsuit over technology used to display ads.
world	AP - Snow storms isolated New Zealand's fourth biggest city of Dunedin on Monday, closing major roads, shutting schools and factories, and freezing newborn lambs.
business	Got a unique problem? Not to worry: you can find a financial planner for every specialized need
world	BEIJING (Reuters) - China urged the United States on Thursday not to allow Taiwan President Chen Shui-bian to set foot on U.S. soil, describing his stopovers en route to Latin America as a trick to sabotage Sino-U.S. relations.
world	KABUL, Afghanistan -- Jonathan Keith Idema, an American accused of running a freelance antiterror operation and private prison in Afghanistan, testified in court yesterday that he could prove US and Afghan authorities were fully aware of his actions, and he accused the FBI of confiscating evidence that would support his contention.
world	A mechanic was ordered today to stand trial for the alleged murder of British backpacker Peter Falconio in the Australian Outback three years ago.
business	Reuters - U.S. Treasury debt prices fell on\Monday as investors focused on a pullback in oil prices from\record highs and largely shrugged off dismal results from a\regional manufacturing survey.
world	SYDNEY : Australia #39;s first convicted terrorist, who confessed to conspiring with Al-Qaeda to blow up the Israeli embassy in Canberra, wants a deal in exchange for testifying against terror suspects in foreign courts.
world	BUJUMBURA, Aug 18 (Reuters) - Police in Burundi #39;s capital Bujumbura fired tear gas at crowds on Wednesday, protesting against the massacre of at least 160 Congolese Tutsis at a United Nations refugee camp in the west of the country.
world	The BBC leads the nominations for the Bafta Interactive Awards, including one for the Radio Times website.
world	NAJAF, Iraq (Reuters) - Fears of heavier fighting in Najaf grew on Wednesday after an Iraqi peace delegation failed to defuse a confrontation between U.S. troops and militiamen holed up in a revered shrine in the city.
tech	Reuters - The ability to download complete\tracks directly over cell-phone networks to mobile phones is\becoming a reality in Europe.
world	Scientists are developing a device which could improve the lives of kidney dialysis patients.
world	Reuters - U.S. troops from Iraq are being\trained by the Israeli army in urban and guerrilla warfare\tactics at a military base in Israel, a local newspaper said on\Wednesday.
business	Russia is again emerging as a superpower - but the reason has less to do with nuclear weapons than with oil.
business	Manhattan-based financial services firm Cantor Fitzgerald said Tuesday it is spinning off its inter-dealer voice brokerage business and will concentrate on sales and trading, investment banking, asset management and other institutional services.
business	Oil prices moved back towards record highs tonight amid continued concerns over soaring demand and tight supplies.
world	CARACAS, Venezuela (Reuters) - Three Venezuelan government ministers said on Monday President Hugo Chavez had easily survived a referendum on whether to recall him but their comments conflicted with heavy opposition hints they had won.
world	SAN SALVADOR, EL SALVADOR - Rival inmates fought each other with knives and sticks Wednesday at a San Salvador jail, leaving at least 31 inmates dead and two dozen injured, officials said.
world	The battle moves to the political arena as Taipei and Beijing wrap up their wargames
tech	New analysis of fossil bones indicates that adolescent &lt;i&gt;Tyrannosaurus rex&lt;/i&gt; dinosaurs grew extremely rapidly, quickly reaching gigantic size.
world	The vulnerability of world leaders to terrorist attack was starkly exposed again today by the discovery of a bomb near Tony Blair #39;s holiday villa on Sardinia.
world	AJAF, Iraq, Aug. 16 - Just five days after they arrived here to take over from Army units that had encircled Najaf since an earlier confrontation in the spring, new Marine commanders decided to smash guerrillas loyal to the rebel Shiite ...
business	CHICAGO (Reuters) - The main union at Caterpillar Inc. said its members voted on Sunday to reject the construction equipment maker's contract proposal, the second time this year the workers have voted against an offer.
world	Israeli Prime Minister Ariel Sharon has approved bids for construction of 1,000 homes in Jewish West Bank settlements after freezing them earlier this month, amid growing friction with the United States over continued settlement expansion.
world	Separatist militants kill four members of a Muslim family while police shoot dead a senior militant leader in Kashmir.
world	BEIJING (AP) China appealed to North Korea on Tuesday to join working meetings before a new round of six-party talks on dismantling its nuclear program, despite the North #39;s declaration that it saw no point in attending.
business	4Kids Entertainment got karate-chopped last week. Can it get back up off the mat?
tech	SPACE.com - While the exploration of the Moon and other planets in our solar system is nbsp;exciting, the first task for astronauts and robots alike is to actually nbsp;get to those destinations.
business	Amusement park operators have produced volatile results, but this company has stood the test of time.
tech	Company launched the biggest electronic auction of stock in Wall Street history Friday but warned that it could face legal liability from a Playboy magazine interview in which some aspects of the Internet search engine's performance were overstated. &lt;FONT face="verdana,MS Sans Serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;
world	WASHINGTON - Over two decades, the income gap has steadily increased between the richest Americans, who own homes and stocks and got big tax breaks, and those at the middle and bottom of the pay scale, whose paychecks buy less. The growing disparity is even more pronounced in this recovering economy...
world	18 August 2004 -- There has been renewed fighting in the Iraqi city of Al-Najaf between US and Iraqi troops and Shi #39;a militiamen loyal to radical cleric Muqtada al-Sadr.
world	A parliamentary session due to have begun on Monday in the Maldives has been postponed indefinitely.
world	AFP - Italy's cultural cognoscenti were waiting with bated breath for the reopening of the La Scala opera house, restored to its former glory after a sumptuous 61 million euro (81 million dollar) makeover.
world	AP - Elizabeth Burnosky is a registered Democrat who voted for President Bush in 2000, opposes his policy on Iraq and calls Sen. John Kerry "a little wussy boy." Call her conflicted.
world	NAJAF, Iraq (Reuters) - The leader of a Shi #39;ite uprising in Iraq agreed Wednesday to leave a holy shrine encircled by US marines, hours after the interim government threatened to storm it and drive out his fighters.
world	AP - Police defused a time-bomb in a town near Prime Minister Silvio Berlusconi's villa on the island of Sardinia on Wednesday shortly after British Prime Minister Tony Blair finished a visit there with the Italian leader.
business	No other recording artist can channel American middle-class tastes quite like Chip Davis and his best-selling band
business	One of our new categories in the APMF Sense of Place survey is for best Asian business city. After a couple of days, Singapore leads the pack, followed by Bangkok, Thailand and Hong Kong. Enter your vote and comments and make your views count. More new categories include best city for livability, and best tourism destinations.
sports	There were few offensive highlights during Virginia Tech's first scrimmage of fall practice on Saturday.
business	TORONTO - Shares of Nortel Networks dipped on the TSX in the wake of news the RCMP has launched an investigation into accounting practices at the telecommunications company.
world	AP - Americans who served in the military will be well represented at the upcoming Republican convention, more so than at last month's Democratic convention or in the U.S. population overall, according to the GOP.
world	Reuters - If U.S. and Iraqi troops launch a\major assault on radical cleric Moqtada al-Sadr's militants,\they will have to pass through sniper-infested streets to root\them out of a mosque they can't afford to harm.
world	In a bid to keep protesters from disrupting the Republican National Convention, the Bloomberg administration is offering "peaceful political activists" discounts.
tech	AP - The #36;10 million competition to send a private manned rocket into space started looking more like a race Thursday, when a Canadian team announced plans to launch its rocket three days after an American group intends to begin qualifying for the Ansari X prize.
world	AP - An official once in charge of guarding cultural relics has been sentenced to death in China's biggest antiquities theft case since the start of communist rule in 1949.
world	GAZA (Reuters) - An explosion tore through the home of a senior Hamas militant in Gaza on Wednesday, killing at least four people and wounding him and about a dozen other Palestinians, medics said.
world	TEHRAN (Reuters) - Kidnappers holding an Iranian diplomat in Iraq will "punish" him within 48 hours if Iran does not release 500 prisoners captured in its 1980-1988 war with Iraq, Iranian state television said Sunday.
world	TOKYO (Reuters) - In a bold gambit worthy of the chess champion he once was, Bobby Fischer plans to wed a four-time Japan great in the hope of avoiding deportation home to the United States, where he is wanted for breaking sanctions.
world	CARACAS, Venezuela - Summoned by bugle calls and the detonations of huge firecrackers, Venezuelans turned out in unprecedented numbers Sunday to vote on whether to force leftist President Hugo Chavez from office. Some lines at polling places extended for 1.25 miles, stunning even veteran election monitors...
business	CHICAGO (Reuters) - Deere Co. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=DE.N target=/stocks/quickinfo/fullquote"&gt;DE.N&lt;/A&gt;, one of the world's largest farm equipment makers, said on Tuesday that quarterly earnings jumped 62 percent, driven by strength in its agricultural and construction equipment businesses.
world	AFP - Princess Anne was in Cyprus to pay a royal morale-boosting visit to Britain's Olympic athletes training on the Mediterranean island before heading off to the Athens Games.
world	RAMALLAH, West Bank (Reuters) - Palestinian President Yasser Arafat made a rare admission of mistakes on Wednesday and urged reforms to end corruption after an unprecedented wave of turmoil.
business	CHICAGO (Reuters) - Illinois residents will soon be able to buy lower-cost prescription drugs from Canada, the United Kingdom and Ireland, sidestepping U.S. regulators' objections to imported drugs, Gov. Rod Blagojevich said on Tuesday.
business	If Hurricane Charley blows your house down, how can you make your insurance company pay?
world	NAJAF, Iraq -- Radical Shi #39;ite Muslim cleric Moqtada al-Sadr refused yesterday to meet with a delegation of Iraqi political figures that had rushed here from Baghdad with a last-ditch offer for peace, ...
tech	SPACE.com - When Venus crossed the Sun June 8, showing up as a clear black dot to the delight of millions of skywatchers around the world, astronomers noted something less obvious: The amount of sunlight reaching Earth dipped by 0.1 percent for a few hours.
business	Hewlett-Packard shares fall after disappointing third-quarter profits, while the firm warns the final quarter will also fall short of expectations.
world	AFP - Global mining giant BHP Billiton posted the biggest net profit in Australian corporate history as soaring commodities prices and strong demand from China pushed net profit up 83 percent to 3.51 billion US dollars.
world	Reuters - Rwandan troops were airlifted on Sunday\to Sudan's Darfur as the first foreign force there, mandated to\protect observers monitoring a cease-fire between the Sudanese\government and rebels in the troubled western region.
world	JERUSALEM (Reuters) - Israel declared psychological war on hunger-striking Palestinian prisoners on Monday, saying it would barbecue meat outside their cells to try to break their will.
sports	HAVEN, Wis. -- Perched high on the bluffs overlooking Lake Michigan, Whistling Straits is a massive, windswept landscape, as large a golf course as \$40 million can buy. It is complete with sand dunes that could double as ski slopes and deep bunkers that should require elevators.
world	AFP - German carrier Lufthansa said it would levy a temporary fuel surcharge on tickets from August 24, in response to the rise in the price of oil.
business	NEW YORK/SAN FRANCISCO (Reuters) - Google Inc. appeared set to start trading on Nasdaq on Wednesday, after the Web's No. 1 search engine asked regulators on Monday for final approval to price its closely watched initial public offering.
world	Jailed Fatah leader Marwan Barghouti may be close to withdrawing from the race for Palestinian Authority president. Hatem Abdel Kader, a member of Fatah #39;s
business	Saudi Arabia says it is ready to push an extra 1.3 million barrels a day of oil into the market, to help reverse surging prices.
tech	The UK's ad watchdog rules over which net connections can be described as full speed broadband.
world	JERUSALEM - The Israeli government issued bids Tuesday for 1,000 new homes in Jewish West Bank settlements, insisting the construction has Washington's tacit approval even though it violates a U.S.-backed peace plan. U.S...
tech	If it's possible to love something just because it could visit torrents upon the Washington region, fling hail from the skies and swell streams into rivers, then Jason Samenow is smitten.
world	AP - Stung by criticism about its role in fighting terrorism, Saudi Arabia has launched a radio advertising campaign in 19 U.S. cities citing the Sept. 11 commission report as proof that it has been a loyal ally in the fight against al-Qaida.
world	After falling on the landing of his vault, Paul Hamm put on two of the most spectacular routines of his career to win Olympic gold, the first ever by a U.S. man.
tech	\\I've been a big fan of Log4J for a while now but haven't migrated any code\over for one central reason. The following line of code:\\ final static Logger logger = Logger.getLogger( "some.name" );\\... is amazingly ugly and difficult to work with.\\Most people use Log4J with a logger based on the classname:\\So we would probably see:\\ static Logger logger = Logger.getLogger( "org.apache.commons.feedparser.locate.FeedLocator" );\\Which is amazingly verbose. A lot of developers shorten this to:\\ static Logger logger = Logger.getLogger( FeedLocator.class );\\But this still leaves us with cut and paste errors.\\What if we could just reduce it to:\\ static Logger logger = Logger.g ...\\
tech	Microsoft is stopping people getting hold of a key security update via net-based file- sharing systems.
world	SAN SALVADOR (Reuters) - Rival groups of inmates battled with guns, grenades and machetes at a prison in El Salvador on Wednesday, killing at least 31 prisoners.
sports	AP - Spain's Rafael Nadal won his first ATP singles title Sunday, beating Argentina's Jose Acasuso 6-3, 6-4 in the final at the Idea Prokom Open.
business	Toyota has been outbid by a land developer for state-owned property in York Township, but officials say this is one deal that will be decided by more than money.
world	AFP - India is projected to outpace China and become the world's most populous country by 2050, growing by 50 percent in the next 46 years to reach more than 1.6 billion people, a US research institute said.
world	LOS ANGELES - The state attorney general's office has concluded that Michael Jackson was not "manhandled" by sheriff's deputies who took him into custody last year on child molestation charges, CBS News reported Sunday. The findings were contained in a three-page letter Martin A...
world	Finland has kept its place at the top of a survey measuring teenagers #39; educational skills, with schools in some Asian countries also among the best performers.
world	CARACAS, Venezuela - President Hugo Chavez appeared to have survived a popular referendum to oust him, according to early results Monday, while Venezuela's opposition swiftly claimed fraud. Backers of the leftist populist president set off fireworks and began celebrating in the streets of the capital in the pre-dawn darkness upon hearing the news from Francisco Carrasquero, president of the National Elections Council...
business	OTTAWA (Reuters) - Nortel Networks Corp. investors predicted Tuesday the telecom equipment giant will again slash jobs when it reports long-overdue results this week, and shrugged off news of another criminal probe into its high-profile accounting woes.
world	GENEVAUN Secretary-General Kofi Annan yesterday met survivors and families of the 22 workers killed in a suicide bombing that shattered United Nations offices in Baghdad last year an attack many employees refer to as quot;our Sept. 11. quot; ...
world	AFP - Nigeria's President Olusegun Obasanjo called for lawmakers to approve the deployment of up to 1,500 peacekeeping troops to Sudan's war-torn province of Darfur, as Khartoum pledged to restore order there.
world	Researchers have identified more genetic mutations that appear to be linked with cot death.
business	NEW YORK (Reuters) - Media company Belo Corp. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=BLC.N target=/stocks/quickinfo/fullquote"&gt;BLC.N&lt;/A&gt; on Monday said it would refund \$23 million to advertisers because of a circulation scandal at its Dallas Morning News newspaper, resulting in a charge against earnings in the current quarter.
business	The Office of Fair Trading has set the clock ticking on the process that could see the Barclay brothers #39; deal to buy the Daily Telegraph reviewed by competition watchdogs.
world	Canadian Press - REAL, Philippines (AP) - Relief crews battling walls of mud and lashing rain to reach villages still isolated days after back-to-back storms devastated the northeastern Philippines have found 51 more bodies, taking the death toll to at least 740 people, officials said Tuesday.
world	TOKYO, Japan -- The Japanese woman who plans to marry former world chess champion Bobby Fischer says their feelings are genuine.
business	WASHINGTON (Reuters) - Housing starts rebounded sharply in July, making up almost all the ground lost in a June slump by posting their largest monthly percentage gain since September 2002, a report from the Commerce Department on Tuesday showed.
business	Reuters - Outback Steakhouse Inc. (OSI.N) on\Tuesday said it lost about 130 operating days and up to #36;2\million in revenue because it had to close some restaurants in\the South due to Hurricane Charley.
business	SAN FRANCISCO (Reuters) - Applied Materials Inc. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=AMAT.O target=/stocks/quickinfo/fullquote"&gt;AMAT.O&lt;/A&gt;, the largest maker of chip-making tools, on Tuesday said healthy spending on new semiconductor factories more than doubled revenue and returned it to a quarterly profit.
world	French rock star Bertrand Cantat could return home from Lithuania to complete his jail term for killing his lover.
world	ISLAMABAD, Pakistan : Aug 18 (PID) - President General Pervez Musharraf Tuesday urged the Parliamentarians not to compromise governance for personal gains and work selflessly to serve the people and earn a rightful place for the country in the comity of ...
tech	\\For some reason I never released this code.\\I developed it while working on NewsMonster and just forgot I think\\It's an extension for Mozilla that allows you to see all runtime exceptions\(with full stack traces) that are unhandled by Mozilla. \\Just install it and if your code generates an unhandled exception it will show\up in the logs and on the console.\\Very handy for doing any hardcore Mozilla development.\\
tech	Reuters - As Shakespeare said, a rose by any other\name would smell as sweet. Right?
world	AFP - The older the violin, the sweeter the music. And the Athens Olympics is proving the lyrics right as Martina Navratilova, Merlene Ottey and company are demonstrating the endurance of women with middle-aged ladies defying perceptions about age and competition in nearly every sport.
business	NEW YORK (Reuters) - Some mutual funds invest in stocks; others invest in bonds. Now a new breed of funds is offering the chance to own fine art.
business	A Marlborough-based technology company is suing five former employees, including three senior managers, for allegedly conspiring against their employer while working on opening a competing business.
world	BRUSSELS One of 15 cardinals with Pope John Paul II during a weekend visit to a French shrine was quoted in Belgian news media on Monday as saying the ailing pontiff may have been making his farewells.
world	ATHENS, Greece - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final. Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries...
world	Pakistan on Wednesday offered huge rewards totalling Rs 6.5 crore for information leading to the capture of six most wanted terrorists linked to al-Qaeda, including a member of the banned Jash-e-Mohammad who is accused of masterminding two suicide attacks ...
world	ISLAMABAD (Reuters) - Pakistan's military Monday played down a report in the latest edition of Time magazine describing what it called a "summit of terrorists" held in March in lawless tribal areas bordering Afghanistan.
world	KAMPALA, Uganda (Reuters) - Ugandan troops killed nine Lord's Resistance Army (LRA) rebels after a devastating raid on the group's headquarters in southern Sudan scattered its main force, the army said Tuesday.
business	Microsoft is stopping people getting hold of a key security update via net-based file- sharing systems.
world	AP - Hezbollah's executive has re-elected Sheik Hassan Nasrallah as leader of the militant Shiite Muslim movement, according to a statement Monday by the party that the United States brands as terrorist.
tech	The MODIS instrument aboard NASA's Terra satellite captured this true-color image of Typhoon Rananim on August 12 at 2:40 UTC.
world	A former American soldier accused of kidnapping and torturing terror suspects in Afghanistan has told a Kabul court that the FBI is withholding hundreds of documents showing that he was working for the US Government.
world	\Six Chinese protesters have threatened to jump from the top of a six-storey building in central Beijing.
world	AFP - Eight men arrested in an anti-terror swoop in London and other parts of England two weeks ago were charged with conspiracy to murder and other terrorist-related activities.
tech	Armed poachers from Sudan have been raiding and destroying neighboring Central African Republic's wildlife resources for years. Now, with the help of a militant U.S. conservationist, the CAR populace is arming and training itself to fight back.
tech	Investors in the company that's trying to come off as cute as a bunny could find themselves holding a fistful of vipers if the founders of Google Inc. continue to do things like show up in Playboy magazine around the same time their company is going public. &lt;FONT face="verdana,MS Sans Serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;
business	Fellow Fool Alyce Lomax and I need to debate Pier 1 Imports (NYSE: PIR). Between Alyce covering the company warnings and me advising not to jump off the pier, there has been little good news to report. Is Pier 1 ready to get ...
